Date,Open,High,Low,Close,Adj Close,Volume
2021-03-03,44.580002,45.080002,41.110001,41.529999,41.529999,107863400
2021-03-04,40.490002,42.430000,37.590000,39.279999,39.279999,205872700
2021-03-05,39.240002,39.869999,31.910000,38.110001,38.110001,270803200
2021-03-08,36.970001,39.480000,34.900002,35.209999,35.209999,143074800
2021-03-09,37.480000,42.080002,36.520000,41.349998,41.349998,176602600
2021-03-10,43.500000,45.259998,40.250000,41.320000,41.320000,190801800
2021-03-11,44.439999,46.160000,42.799999,46.029999,46.029999,134788000
2021-03-12,43.509998,45.799999,42.759998,45.500000,45.500000,113460100
2021-03-15,45.549999,46.290001,44.380001,44.930000,44.930000,74013600
2021-03-16,45.040001,45.660000,43.169998,43.680000,43.680000,84361400
2021-03-17,41.900002,45.020000,41.330002,44.759998,44.759998,96150000
2021-03-18,43.299999,44.259998,41.450001,41.630001,41.630001,71159900
2021-03-19,41.439999,43.400002,40.439999,43.349998,43.349998,97657200
2021-03-22,44.070000,44.560001,42.580002,42.939999,42.939999,72838500
2021-03-23,42.580002,43.110001,40.980000,41.180000,41.180000,58542300
2021-03-24,41.200001,41.290001,36.580002,36.959999,36.959999,130695000
2021-03-25,35.240002,39.189999,35.119999,37.939999,37.939999,118082000
2021-03-26,35.650002,36.650002,34.000000,36.130001,36.130001,163039700
2021-03-29,35.259998,36.840000,34.500000,35.509998,35.509998,83188200
2021-03-30,35.200001,37.959999,34.610001,37.549999,37.549999,106153500
2021-03-31,38.959999,39.250000,37.450001,38.980000,38.980000,98298400
2021-04-01,41.560001,42.060001,39.250000,39.660000,39.660000,116305500
2021-04-05,40.540001,40.650002,38.720001,39.310001,39.310001,71418400
2021-04-06,38.830002,40.389999,38.419998,40.000000,40.000000,67969400
2021-04-07,39.700001,39.849998,36.950001,37.270000,37.270000,80022800
2021-04-08,37.619999,39.180000,37.470001,38.700001,38.700001,63692000
2021-04-09,38.349998,38.360001,37.009998,38.119999,38.119999,69272700
2021-04-12,37.959999,38.000000,36.759998,37.139999,37.139999,53428100
2021-04-13,37.480000,38.660000,37.330002,38.480000,38.480000,62005700
